Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Year,Win%,RotY_Votes
J.R. Henderson,SF,22,VAN,30,0,11,1.2,3.2,0.365,0.1,0.2,0.4,1.1,3,0.363,0.375,0.8,1.5,0.556,0.7,0.9,1.6,0.7,0.3,0.1,0.6,1,3.2,1999,0.16,0
Larry Hughes,PG,20,PHI,50,1,19.8,3.4,8.3,0.411,0.2,1,0.154,3.2,7.2,0.448,0.42,2.1,3,0.709,1.7,2.1,3.8,1.5,0.9,0.3,1.4,1.9,9.1,1999,0.56,0
Randell Jackson,PF,23,WAS,27,8,10,1.7,4,0.426,0,0.3,0.143,1.7,3.7,0.446,0.431,0.8,1.2,0.656,1.1,0.9,2,0.3,0.1,0.4,1,1.1,4.2,1999,0.36,0
Sam Jacobson,PG,23,LAL,2,0,6,1.5,2.5,0.6,0,0.5,0,1.5,2,0.75,0.6,1,1,1,0,1.5,1.5,0,0,0,0.5,1,4,1999,0.62,0
Jerome James,C,23,SAC,16,0,2.6,0.6,1.5,0.375,0,0,,0.6,1.5,0.375,0.375,0.4,0.8,0.5,0.4,0.7,1.1,0.1,0.1,0.4,0.6,0.7,1.5,1999,0.54,0
Antawn Jamison,SF,22,GSW,47,24,22.5,3.8,8.4,0.452,0.1,0.2,0.3,3.7,8.2,0.456,0.456,1.9,3.3,0.588,2.8,3.6,6.4,0.7,0.8,0.3,1.4,2.2,9.6,1999,0.42,0
Damon Jones,PG,22,BOS,13,0,16.4,2.2,5.8,0.387,1.2,2.5,0.455,1.1,3.2,0.333,0.487,0.2,0.3,0.75,0.3,2.1,2.4,2.2,0.5,0,0.9,1.2,5.8,1999,0.38,0
Jonathan Kerner,C,24,ORL,1,0,5,0,1,0,0,0,,0,1,0,0,0,0,,0,0,0,0,0,0,0,2,0,1999,0.66,0
Gerard King,SF,26,SAS,19,0,3.3,0.3,0.7,0.429,0,0,,0.3,0.7,0.429,0.429,0.6,0.9,0.611,0.3,0.4,0.7,0.2,0.1,0.1,0.2,0.6,1.2,1999,0.74,0
Raef LaFrentz,C,22,DEN,12,12,32.3,4.9,10.8,0.457,1,2.6,0.387,3.9,8.2,0.48,0.504,3,4,0.75,2.8,4.8,7.6,0.7,0.8,1.4,0.8,3.2,13.8,1999,0.28,0
Rashard Lewis,SF,19,SEA,20,7,7.3,1,2.6,0.365,0.1,0.3,0.167,0.9,2.3,0.391,0.375,0.4,0.7,0.571,0.7,0.6,1.3,0.2,0.4,0.1,1,1,2.4,1999,0.5,0
Felipe López,SG,24,VAN,47,32,25.9,3.6,8.1,0.446,0.3,0.9,0.273,3.3,7.1,0.469,0.462,1.9,2.9,0.644,1.5,2.1,3.5,1.3,1,0.3,1.7,2.7,9.3,1999,0.16,0
Tyronn Lue,PG,21,LAL,15,0,12.5,1.9,4.3,0.431,0.5,1.1,0.438,1.4,3.3,0.429,0.485,0.8,1.4,0.571,0.1,0.3,0.4,1.7,0.3,0,0.7,1.9,5,1999,0.62,0
Sean Marks,PF,23,TOR,8,0,3.5,0.6,1,0.625,0,0,,0.6,1,0.625,0.625,0.1,0.3,0.5,0,0.1,0.1,0,0.1,0,0.4,0.4,1.4,1999,0.46,0
Kelly McCarty,SG,23,DEN,2,0,2,1,1.5,0.667,0,0,,1,1.5,0.667,0.667,0,0,,1,0.5,1.5,0,0,0,1,0,2,1999,0.28,0
Jelani McCoy,C,21,SEA,26,0,12.7,2.2,2.9,0.737,0,0,,2.2,2.9,0.737,0.737,0.8,1.6,0.5,1,2,3,0.2,0.4,0.8,0.4,1.6,5.1,1999,0.5,0
Roshown McLeod,SF,23,ATL,34,0,10.2,1.8,4.8,0.38,0,0.3,0.1,1.8,4.5,0.399,0.383,1.1,1.3,0.822,0.4,1.1,1.5,0.4,0.1,0,0.7,0.7,4.8,1999,0.62,0
Brad Miller,C,22,CHH,38,0,12.3,2.1,3.6,0.565,0,0.1,0.5,2,3.6,0.566,0.569,2.1,2.7,0.794,0.9,2.2,3.1,0.6,0.2,0.5,0.8,1.7,6.3,1999,0.5,0
Cuttino Mobley,PG,23,HOU,49,37,29.7,3.5,8.3,0.425,1.1,3,0.358,2.4,5.2,0.463,0.49,1.8,2.2,0.818,0.4,1.8,2.3,2.5,0.9,0.5,1.6,2,9.9,1999,0.62,0
Nazr Mohammed,C,21,PHI,26,0,4.7,0.6,1.6,0.357,0,0,,0.6,1.6,0.357,0.357,0.5,0.8,0.571,0.7,0.7,1.4,0.1,0.2,0.2,0.5,0.8,1.6,1999,0.56,0
Mikki Moore,C,23,DET,2,0,3,0.5,0.5,1,0,0,,0.5,0.5,1,1,1,1,1,0,0.5,0.5,0,0,0,0,0,2,1999,0.58,0
Gheorghe Mureșan,C,27,NJN,1,0,1,0,1,0,0,0,,0,1,0,0,0,0,,0,0,0,0,0,0,1,0,0,1999,0.32,0
Makhtar N'Diaye,PF,25,VAN,4,0,6.8,0.3,1,0.25,0,0,,0.3,1,0.25,0.25,0.8,1,0.75,0.8,0.5,1.3,0.3,0,0.3,0.3,2.3,1.3,1999,0.16,0
Tyrone Nesby,SF,23,LAC,50,36,25.8,3.6,8.1,0.449,0.7,1.9,0.365,2.9,6.2,0.476,0.493,2.1,2.7,0.782,1.1,2.4,3.5,1.6,1.5,0.4,1.1,2.9,10.1,1999,0.18,0
Rasho Nesterović,C,22,MIN,2,0,15,1.5,6,0.25,0,0,,1.5,6,0.25,0.25,1,1,1,1.5,2.5,4,0.5,0,0,0.5,2.5,4,1999,0.5,0
Dirk Nowitzki,PF,20,DAL,47,24,20.4,2.9,7.1,0.405,0.3,1.4,0.206,2.6,5.7,0.455,0.426,2.1,2.7,0.773,0.9,2.6,3.4,1,0.6,0.6,1.6,2.2,8.2,1999,0.38,0
Michael Olowokandi,C,23,LAC,45,36,28.4,3.8,8.9,0.431,0,0,,3.8,8.9,0.431,0.431,1.3,2.6,0.483,2.7,5.3,7.9,0.6,0.6,1.2,1.9,3,8.9,1999,0.18,0
Andrae Patterson,PF,23,MIN,35,0,8.1,1.2,2.8,0.443,0,0.1,0,1.2,2.6,0.467,0.443,0.8,1,0.778,0.9,1,1.9,0.4,0.5,0.2,0.6,1.8,3.3,1999,0.5,0
Ruben Patterson,SF,23,LAL,24,2,6,0.9,2.1,0.412,0,0.3,0.167,0.8,1.9,0.444,0.422,0.9,1.3,0.71,0.7,0.5,1.3,0.1,0.2,0.1,0.5,0.7,2.7,1999,0.62,0
Paul Pierce,SF,21,BOS,48,47,34,5.9,13.5,0.439,1.8,4.3,0.412,4.2,9.2,0.451,0.504,2.9,4.1,0.713,2.4,4,6.4,2.4,1.7,1,2.4,2.9,16.5,1999,0.38,0.0169
Casey Shaw,C,23,PHI,9,0,1.6,0.1,0.9,0.125,0,0,,0.1,0.9,0.125,0.125,0,0,,0.3,0,0.3,0,0,0,0.2,0.2,0.2,1999,0.56,0
Jeff Sheppard,SG,24,ATL,18,5,10.3,0.8,2.2,0.385,0.1,0.4,0.286,0.7,1.8,0.406,0.41,0.4,0.7,0.615,0.3,0.9,1.2,0.9,0.2,0,0.4,0.7,2.2,1999,0.62,0
Miles Simon,SG,23,ORL,5,0,3.8,0.2,1,0.2,0,0.4,0,0.2,0.6,0.333,0.2,0,0,,0.2,0.2,0.4,0,0.2,0,0.6,0.2,0.4,1999,0.66,0
Alvin Sims,SG,24,PHO,4,0,6.3,1,2.5,0.4,0.3,0.3,1,0.8,2.3,0.333,0.45,0.5,1.3,0.4,0.8,0.3,1,1.3,0.5,0,1.5,0.5,2.8,1999,0.54,0
Brian Skinner,PF,22,LAC,21,0,12.3,1.6,3.4,0.465,0,0,,1.6,3.4,0.465,0.465,1,1.6,0.606,1,1.6,2.5,0,0.5,0.6,0.9,1,4.1,1999,0.18,0
Ryan Stack,PF,23,CLE,18,0,11.1,0.8,2.1,0.378,0,0,,0.8,2.1,0.378,0.378,1.1,1.1,0.95,1.1,0.8,1.9,0.3,0.1,0.6,0.5,1.7,2.6,1999,0.44,0
Vladimir Stepania,C,22,SEA,23,6,13.6,2.3,5.4,0.424,0,0.1,0,2.3,5.3,0.434,0.424,0.9,1.7,0.525,1.2,2.1,3.3,0.5,0.4,1,1.4,2.5,5.5,1999,0.5,0
Peja Stojaković,SF,21,SAC,48,1,21.4,2.9,7.8,0.378,1.2,3.7,0.32,1.8,4.1,0.431,0.454,1.3,1.5,0.851,0.9,2.1,3,1.5,0.9,0.1,1.1,0.9,8.4,1999,0.54,0
Bruno Šundov,C,18,DAL,3,0,3.7,0.7,2.3,0.286,0,0,,0.7,2.3,0.286,0.286,0,0,,0,0,0,0.3,0,0,0.3,1.3,1.3,1999,0.38,0
Robert Traylor,C,21,MIL,49,43,16,2.2,4.1,0.537,0,0,0,2.2,4.1,0.54,0.537,0.9,1.6,0.538,1.6,2.1,3.7,0.8,0.9,0.9,0.9,2.9,5.3,1999,0.56,0
Bonzi Wells,SF,22,POR,7,0,5,1.6,2.9,0.55,0.1,0.4,0.333,1.4,2.4,0.588,0.575,1.1,2.6,0.444,0.6,0.7,1.3,0.4,0.1,0.1,0.9,0.7,4.4,1999,0.7,0
Tyson Wheeler,PG,23,DEN,1,0,3,1,1,1,1,1,1,0,0,,1.5,1,2,0.5,0,0,0,2,0,0,0,1,4,1999,0.28,0
Jahidi White,PF,22,WAS,20,0,9.6,0.9,1.6,0.531,0,0,,0.9,1.6,0.531,0.531,0.8,1.8,0.429,1.2,1.8,2.9,0.1,0.2,0.6,0.8,2,2.5,1999,0.36,0
Jason Williams,PG,23,SAC,50,50,36.1,4.6,12.3,0.374,2,6.5,0.31,2.6,5.9,0.446,0.455,1.6,2.1,0.752,0.3,2.8,3.1,6,1.9,0,2.9,1.8,12.8,1999,0.54,0.0254
Shammond Williams,PG,23,ATL,2,0,2,0,0.5,0,0,0,,0,0.5,0,0,1.5,2,0.75,0,0,0,0.5,0,0,0,0,1.5,1999,0.62,0
Trevor Winter,C,25,MIN,1,0,5,0,0,,0,0,,0,0,,,0,0,,1,2,3,0,0,0,0,5,0,1999,0.5,0
Korleone Young,SF,20,DET,3,0,5,1.7,3.3,0.5,0.3,1.3,0.25,1.3,2,0.667,0.55,0.7,0.7,1,0.7,0.7,1.3,0.3,0,0,0.3,1,4.3,1999,0.58,0
Rafer Alston,PG,23,MIL,27,0,13.4,1,3.5,0.284,0.1,0.5,0.214,0.9,3,0.296,0.3,0.1,0.1,0.75,0.2,0.7,0.9,2.6,0.4,0,1.1,1.1,2.2,2000,0.512,0
Chucky Atkins,PG,25,ORL,82,0,19.8,3.8,9,0.424,0.7,2,0.35,3.1,7,0.445,0.462,1.2,1.6,0.729,0.2,1.3,1.5,3.7,0.6,0,1.7,1.7,9.5,2000,0.5,0
Toby Bailey,SG,24,PHO,46,2,9.8,1.3,3,0.414,0,0.2,0.2,1.2,2.8,0.431,0.421,1,1.4,0.692,0.6,1,1.6,0.7,0.3,0.1,0.5,1.2,3.5,2000,0.646,0
Jonathan Bender,SF,19,IND,24,1,5.4,1,2.9,0.329,0.1,0.5,0.167,0.9,2.4,0.362,0.343,0.7,1,0.667,0.2,0.7,0.9,0.1,0,0.2,0.3,0.8,2.7,2000,0.683,0
Calvin Booth,C,23,WAS,11,0,13,1.5,4.2,0.348,0,0,,1.5,4.2,0.348,0.348,0.9,1.3,0.714,1.4,1.5,2.9,0.6,0.3,1.3,0.5,2.1,3.8,2000,0.354,0
Lazaro Borrell,SF,27,SEA,17,6,9.8,1.6,3.7,0.444,0,0.2,0,1.6,3.5,0.467,0.444,0.4,0.6,0.545,0.8,1.5,2.4,0.6,0.4,0.2,0.4,0.5,3.6,2000,0.549,0
Cal Bowdler,SF,22,ATL,46,0,9.2,1.1,2.5,0.426,0,0,0,1.1,2.5,0.43,0.426,0.5,0.8,0.632,0.5,1.4,1.8,0.3,0.3,0.2,0.5,1,2.7,2000,0.341,0
Ryan Bowen,SF,24,DEN,52,0,11.3,0.9,2.3,0.393,0,0.2,0.111,0.9,2.1,0.417,0.397,0.7,1,0.717,1.4,0.8,2.2,0.4,0.8,0.3,0.3,1.8,2.5,2000,0.427,0
Ira Bowman,SG,26,PHI,11,0,1.8,0.2,0.2,1,0,0,,0.2,0.2,1,1,0.1,0.2,0.5,0,0.2,0.2,0.1,0.1,0,0.1,0,0.5,2000,0.598,0
A.J. Bramlett,C,23,CLE,8,0,7.6,0.5,2.6,0.19,0,0,,0.5,2.6,0.19,0.19,0,0,,1.5,1.3,2.8,0,0.1,0,0.4,1.6,1,2000,0.39,0
Elton Brand,PF,20,CHI,81,80,37,7.8,16.1,0.482,0,0,0,7.8,16.1,0.483,0.482,4.5,6.6,0.685,4.3,5.7,10,1.9,0.8,1.6,2.8,3.2,20.1,2000,0.207,0.4793
Greg Buckner,SG,23,DAL,48,1,19.2,2.3,4.9,0.476,0.2,0.5,0.385,2.1,4.3,0.488,0.498,0.9,1.3,0.683,1.2,2.5,3.6,1.1,0.8,0.4,0.8,3.1,5.7,2000,0.488,0
Rodney Buford,SG,22,MIA,34,0,11.4,1.8,4.4,0.411,0.2,0.9,0.241,1.6,3.6,0.451,0.434,0.5,0.6,0.727,0.3,1.1,1.4,0.6,0.3,0.2,0.3,1.3,4.3,2000,0.634,0
Anthony Carter,PG,24,MIA,79,30,23.5,2.5,6.4,0.395,0,0.3,0.13,2.5,6.2,0.407,0.398,1.2,1.6,0.75,0.6,1.9,2.5,4.8,1.2,0.1,2.2,2.1,6.3,2000,0.634,0
John Celestand,PG,22,LAL,16,0,11.6,0.9,2.8,0.333,0.1,0.6,0.222,0.8,2.3,0.361,0.356,0.3,0.4,0.833,0.1,0.6,0.7,1.3,0.4,0,1,1.4,2.3,2000,0.817,0
Vonteego Cummings,PG,23,GSW,75,11,23.9,3.5,8.7,0.405,0.7,2,0.325,2.9,6.7,0.429,0.442,1.7,2.3,0.751,0.8,1.7,2.5,3.3,1.2,0.2,1.8,2.3,9.4,2000,0.232,0
Baron Davis,PG,20,CHH,82,0,18.6,2.2,5.3,0.42,0.3,1.4,0.225,1.9,3.9,0.488,0.449,1.2,1.9,0.634,0.6,1.4,2,3.8,1.2,0.2,1.7,2.5,5.9,2000,0.5,0
Derrick Dial,SG,24,SAS,8,0,11.9,2.1,5.8,0.37,0.4,1.5,0.25,1.8,4.3,0.412,0.402,0.4,0.6,0.6,1.8,1.5,3.3,0.6,0.1,0.1,0.8,1.3,5,2000,0.646,0
Obinna Ekezie,PF,24,VAN,39,0,9,1.1,2.3,0.466,0,0,,1.1,2.3,0.466,0.466,1.1,1.6,0.672,0.9,1.5,2.4,0.2,0.2,0.1,0.7,1.6,3.2,2000,0.268,0
Evan Eschmeyer,C,24,NJN,31,5,12,1.2,2.3,0.528,0,0,,1.2,2.3,0.528,0.528,0.5,1,0.5,1.3,2.2,3.5,0.7,0.3,0.7,0.7,2.7,2.9,2000,0.378,0
Jeff Foster,C,23,IND,19,0,4.5,0.7,1.2,0.565,0,0.1,0,0.7,1.2,0.591,0.565,0.9,1.3,0.68,0.6,1.1,1.7,0.3,0.3,0.1,0.1,0.9,2.3,2000,0.683,0
Steve Francis,PG,22,HOU,77,77,36.1,6.5,14.5,0.445,1.4,4,0.345,5.1,10.5,0.483,0.493,3.7,4.7,0.786,2,3.3,5.3,6.6,1.5,0.4,4,3,18,2000,0.415,0.4793
Devean George,SF,22,LAL,49,1,7,1.1,2.9,0.389,0.3,1,0.34,0.8,2,0.412,0.444,0.6,0.8,0.659,0.6,0.9,1.5,0.2,0.2,0.1,0.4,1.1,3.2,2000,0.817,0
Dion Glover,SG,21,ATL,30,1,14.9,2.2,5.7,0.386,0.4,1.5,0.267,1.8,4.2,0.429,0.421,1.7,2.3,0.729,0.5,0.8,1.3,0.9,0.5,0.1,0.9,0.9,6.5,2000,0.341,0
Adrian Griffin,SG,25,BOS,72,47,26.8,2.4,5.7,0.424,0.2,0.8,0.281,2.2,4.9,0.447,0.443,1.7,2.2,0.753,1.8,3.4,5.2,2.5,1.6,0.2,1.3,3.1,6.7,2000,0.427,0
Richard Hamilton,SG,21,WAS,71,12,19.3,3.6,8.5,0.42,0.4,1.1,0.364,3.2,7.4,0.428,0.443,1.5,1.9,0.774,0.5,1.3,1.8,1.5,0.4,0.1,1.2,2,9,2000,0.354,0
Chris Herren,PG,24,DEN,45,1,13.3,1,2.8,0.363,0.5,1.5,0.358,0.5,1.3,0.368,0.46,0.6,0.9,0.675,0.3,0.9,1.2,2.5,0.3,0,0.9,1.6,3.1,2000,0.427,0
Derek Hood,PF,23,CHH,2,0,2,0,1.5,0,0,0,,0,1.5,0,0,0,0,,0,0.5,0.5,0,0,0,0,0,0,2000,0.5,0
Rick Hughes,PF,26,DAL,21,0,10.7,1.7,3.4,0.486,0,0,0,1.7,3.4,0.493,0.486,0.6,1.2,0.462,1.1,1.2,2.3,0.4,0.1,0,0.7,1.4,3.9,2000,0.488,0
Jermaine Jackson,SG,23,DET,7,0,10.4,0.1,1.6,0.091,0,0.1,0,0.1,1.4,0.1,0.091,0.7,1.1,0.625,0.1,1.4,1.6,0.6,0.4,0,1,1,1,2000,0.512,0
Tim James,SF,23,MIA,4,0,5.8,1.3,3.5,0.357,0,0,,1.3,3.5,0.357,0.357,0.3,0.8,0.333,0.8,0.3,1,0.5,0,0.8,0.5,0.3,2.8,2000,0.634,0
Harold Jamison,PF,23,MIA,12,0,6.2,0.6,1.7,0.35,0,0,,0.6,1.7,0.35,0.35,0.3,1.5,0.222,1.3,0.4,1.8,0.3,0.2,0.1,0.3,1.4,1.5,2000,0.634,0
DeMarco Johnson,PF,24,NYK,5,0,7.4,0.6,1.8,0.333,0,0,,0.6,1.8,0.333,0.333,0,0,,0.6,0.8,1.4,0,0.2,0,0.6,1,1.2,2000,0.61,0
Jumaine Jones,SF,20,PHI,33,0,4.2,0.7,1.8,0.379,0.1,0.1,0.5,0.6,1.6,0.37,0.397,0.3,0.5,0.611,0.5,0.7,1.2,0.2,0.2,0.2,0.4,0.3,1.7,2000,0.598,0
Lari Ketner,PF,22,CLE,16,0,5.7,0.6,1.4,0.409,0,0,,0.6,1.4,0.409,0.409,0.4,0.6,0.6,0.8,0.9,1.7,0,0.2,0.1,0.4,0.8,1.5,2000,0.39,0
Trajan Langdon,SG,23,CLE,10,0,14.5,1.5,4,0.375,0.8,1.9,0.421,0.7,2.1,0.333,0.475,1.1,1.1,1,0.4,1.1,1.5,1.1,0.5,0,0.6,1.6,4.9,2000,0.39,0
Quincy Lewis,SG,22,UTA,74,0,12.1,1.5,4,0.372,0.3,0.9,0.365,1.2,3.2,0.374,0.411,0.5,0.7,0.731,0.6,0.9,1.5,0.5,0.3,0.2,0.6,2.1,3.8,2000,0.671,0
Todd MacCulloch,C,24,PHI,56,6,9.4,1.6,2.9,0.553,0,0,,1.6,2.9,0.553,0.553,0.5,1,0.519,0.9,1.8,2.6,0.2,0.2,0.7,0.5,1.7,3.7,2000,0.598,0
Corey Maggette,SF,20,ORL,77,5,17.8,2.9,6.1,0.478,0,0.1,0.182,2.9,5.9,0.485,0.48,2.5,3.4,0.751,1.6,2.3,3.9,0.8,0.3,0.3,1.8,2.2,8.4,2000,0.5,0
Shawn Marion,SF,21,PHO,51,38,24.7,4.4,9.2,0.471,0.1,0.4,0.182,4.3,8.8,0.486,0.476,1.4,1.7,0.847,2.1,4.5,6.5,1.4,0.7,1,1,2.2,10.2,2000,0.646,0
Andre Miller,PG,23,CLE,82,36,25.5,4.1,9.2,0.449,0.1,0.6,0.204,4,8.6,0.466,0.456,2.8,3.6,0.774,1,2.4,3.4,5.8,1,0.2,2,2.4,11.1,2000,0.39,0.0165
Jason Miskiri,PG,24,CHH,1,0,3,0,1,0,0,1,0,0,0,,0,0,0,,0,0,0,1,0,0,0,2,0,2000,0.5,0
Lamar Odom,SF,20,LAC,76,70,36.4,5.9,13.5,0.438,0.8,2.2,0.36,5.1,11.3,0.453,0.467,4,5.5,0.719,2.1,5.7,7.8,4.2,1.2,1.3,3.4,3.8,16.6,2000,0.183,0.0248
Scott Padgett,PF,23,UTA,47,9,9.2,0.9,3,0.314,0.3,0.9,0.295,0.7,2,0.323,0.361,0.4,0.6,0.704,0.5,1.4,1.9,0.5,0.3,0.2,0.5,1.2,2.6,2000,0.671,0
Milt Palacio,PG,21,VAN,53,0,7.4,0.8,1.8,0.439,0,0,0,0.8,1.8,0.448,0.439,0.4,0.7,0.595,0.3,0.6,1,0.9,0.4,0,0.8,0.6,2,2000,0.268,0
James Posey,SF,23,DEN,81,77,25.3,2.8,6.6,0.429,1,2.7,0.373,1.8,3.9,0.468,0.506,1.5,1.9,0.8,1,2.9,3.9,1.8,1.2,0.4,1.2,2.6,8.2,2000,0.427,0
Laron Profit,SG,22,WAS,33,1,6.8,0.6,1.8,0.356,0.1,0.5,0.176,0.5,1.3,0.429,0.381,0.1,0.3,0.4,0.1,0.7,0.8,0.8,0.2,0.1,0.6,0.8,1.5,2000,0.354,0
Aleksandar Radojević,C,23,TOR,3,0,8,0.7,2.3,0.286,0,0,,0.7,2.3,0.286,0.286,1,2,0.5,0.7,2,2.7,0.3,0.7,0.3,1.7,1.7,2.3,2000,0.549,0
Ryan Robertson,SG,23,SAC,1,0,25,2,6,0.333,0,2,0,2,4,0.5,0.333,1,1,1,0,0,0,0,0,0,0,0,5,2000,0.537,0
Eddie Robinson,SF,23,CHH,67,8,16.6,3.2,5.8,0.549,0,0.1,0,3.2,5.7,0.555,0.549,0.7,1,0.734,0.8,1.9,2.7,0.5,0.7,0.4,0.6,1,7,2000,0.5,0
Michael Ruffin,PF,23,CHI,71,6,13.7,0.8,1.9,0.42,0,0,,0.8,1.9,0.42,0.42,0.6,1.2,0.489,1.6,1.9,3.5,0.6,0.4,0.4,0.8,2.4,2.2,2000,0.207,0
Wally Szczerbiak,SF,22,MIN,73,53,29.7,4.7,9.2,0.511,0.4,1.1,0.359,4.3,8.1,0.531,0.532,1.8,2.2,0.826,1.2,2.5,3.7,2.8,0.8,0.3,1.1,2.4,11.6,2000,0.61,0
Jason Terry,PG,22,ATL,81,27,23.3,3.1,7.4,0.415,0.6,1.9,0.293,2.5,5.5,0.458,0.453,1.4,1.7,0.807,0.3,1.8,2,4.3,1.1,0.1,1.9,1.6,8.1,2000,0.341,0
Jamel Thomas,SF,26,GSW,4,0,6.8,0.8,2,0.375,0,0.5,0,0.8,1.5,0.5,0.375,0,0,,0.3,0.5,0.8,1,0.3,0,1,0.5,1.5,2000,0.232,0
Kenny Thomas,PF,22,HOU,72,29,25,2.9,7.4,0.399,0.4,1.7,0.262,2.5,5.7,0.44,0.429,1.9,2.9,0.66,2,4,6.1,1.6,0.8,0.3,1.6,2.3,8.3,2000,0.415,0
Mirsad Türkcan,PF,23,MIL,10,0,6.5,1.2,2.8,0.429,0,0.4,0,1.2,2.4,0.5,0.429,0.5,0.8,0.625,1.1,1.2,2.3,0.4,0.1,0.1,0.7,1,2.9,2000,0.512,0
Wayne Turner,PG,23,BOS,3,0,13.7,0.3,2,0.167,0,0,,0.3,2,0.167,0.167,0.7,2,0.333,0.3,0.7,1,1.7,0,0,1,1.3,1.3,2000,0.427,0
Dedric Willoughby,PG,25,CHI,25,1,20.3,2.4,7.2,0.341,1.2,3.9,0.296,1.3,3.2,0.395,0.422,1.6,2,0.765,0.4,1.6,2,2.6,0.9,0.1,1.5,1.3,7.6,2000,0.207,0
Metta World Peace,SF,20,CHI,72,63,31.1,4.3,10.5,0.407,0.8,2.7,0.314,3.5,7.9,0.438,0.447,2.6,3.9,0.674,0.9,3.4,4.3,2.8,1.7,0.5,2.3,2.2,12,2000,0.207,0
Tim Young,C,23,GSW,25,0,5.5,0.5,1.6,0.333,0,0,,0.5,1.6,0.333,0.333,1.1,1.4,0.778,0.5,0.9,1.4,0.2,0.1,0,0.4,0.7,2.2,2000,0.232,0
Courtney Alexander,PG,23,WAS,27,18,33.7,6.6,14.6,0.448,0.5,1.3,0.389,6,13.3,0.454,0.466,3.3,3.9,0.857,0.8,2.1,3,1.5,1.1,0.1,2,2.3,17,2001,0.232,0
William Avery,PG,21,MIN,55,0,8.4,1,2.6,0.382,0.3,1.1,0.271,0.7,1.5,0.459,0.438,0.5,0.7,0.778,0.1,0.4,0.5,1.4,0.2,0.1,0.8,0.9,2.8,2001,0.573,0
Erick Barkley,PG,22,POR,8,0,4.8,1,2.8,0.364,0.4,1,0.375,0.6,1.8,0.357,0.432,0,0,,0,0.4,0.4,0.8,0.3,0,0.6,0.3,2.4,2001,0.61,0
Mark Blount,C,25,BOS,64,50,17.2,1.6,3.1,0.505,0,0,,1.6,3.1,0.505,0.505,0.7,1,0.697,1.5,2.1,3.6,0.5,0.6,1.2,1,2.9,3.9,2001,0.439,0
Brian Cardinal,PF,23,DET,15,0,8.4,0.7,2.1,0.323,0,0.3,0,0.7,1.7,0.385,0.323,0.7,1.2,0.611,0.5,1,1.5,0.2,0.5,0.1,0.6,1.8,2.1,2001,0.39,0
Mateen Cleaves,PG,23,DET,78,8,16.3,2.1,5.1,0.4,0.1,0.2,0.294,2,4.9,0.405,0.406,1.2,1.8,0.708,0.3,1.4,1.7,2.7,0.6,0,1.8,2,5.4,2001,0.39,0
Jason Collier,C,23,HOU,23,0,9.7,1.2,3.1,0.38,0,0,0,1.2,3,0.386,0.38,0.7,1,0.708,0.5,1.1,1.6,0.3,0.1,0.1,0.5,1.2,3.1,2001,0.549,0
Sean Colson,PG,25,HOU,10,0,3,0.6,1.9,0.316,0.1,0.4,0.25,0.5,1.5,0.333,0.342,0.2,0.4,0.5,0.2,0.1,0.3,0.7,0.1,0,0,0.6,1.5,2001,0.549,0
Jamal Crawford,PG,20,CHI,61,8,17.2,1.8,5,0.352,0.7,1.9,0.35,1.1,3.1,0.353,0.419,0.4,0.6,0.794,0.1,1.3,1.5,2.3,0.7,0.2,1.4,1.1,4.6,2001,0.183,0
Keyon Dooling,PG,20,LAC,76,1,16.3,1.9,4.8,0.409,0.4,1.1,0.35,1.6,3.7,0.426,0.448,1.6,2.4,0.698,0.1,1.1,1.2,2.3,0.5,0.1,1.2,1.4,5.9,2001,0.378,0
Khalid El-Amin,PG,21,CHI,50,14,18.7,2.3,6.2,0.37,0.6,1.7,0.333,1.7,4.5,0.383,0.415,1.1,1.4,0.778,0.4,1.2,1.6,2.9,1,0,1.1,2,6.3,2001,0.183,0
Marcus Fizer,PF,22,CHI,72,13,21.9,3.9,9,0.43,0.1,0.5,0.256,3.7,8.4,0.442,0.438,1.6,2.2,0.727,1.1,3.3,4.3,1.1,0.4,0.3,1.7,2.4,9.5,2001,0.183,0
Rubén Garcés,PF,27,GSW,3,0,3.7,0,2.3,0,0,0,,0,2.3,0,0,0,0,,1.3,1,2.3,0.3,0.3,0.3,0,0,0,2001,0.207,0
Eddie Gill,PG,22,NJN,8,0,19,2,5.1,0.39,0.4,1.1,0.333,1.6,4,0.406,0.427,0.5,0.6,0.8,0,1.1,1.1,3,0.5,0.1,1.3,1.1,4.9,2001,0.317,0
Steve Goodrich,PF,24,CHI,12,0,11.1,0.6,1.5,0.389,0.1,0.3,0.333,0.5,1.3,0.4,0.417,0.3,0.6,0.571,0.6,1.2,1.8,0.5,0.2,0.1,0.7,1.2,1.6,2001,0.183,0
A.J. Guyton,PG,22,CHI,33,8,19.1,2.4,5.8,0.406,0.8,2.1,0.391,1.5,3.7,0.415,0.477,0.5,0.5,0.833,0.3,0.8,1.1,1.9,0.3,0.2,0.7,1.1,6,2001,0.183,0
