Player,Age,Tm,First,Pts Won,Pts Max,Share,G,MP,PTS,TRB,AST,STL,BLK,FG%,3P%,FT%,WS,WS/48,name_id,Year
Nikola Vu?evi?,30,TOT,0,3,500,0.006,70,33.5,23.4,11.7,3.8,0.9,0.7,0.477,0.4,0.84,6.3,0.129,vucevni01,2021
Kyle Anderson,27,MEM,0,2,500,0.004,69,27.3,12.4,5.7,3.6,1.2,0.8,0.468,0.36,0.783,5.6,0.143,anderky01,2021
RJ Barrett,20,NYK,0,2,500,0.004,72,34.9,17.6,5.8,3,0.7,0.3,0.441,0.401,0.746,4.1,0.078,barrerj01,2021
Miles Bridges,22,CHO,0,2,500,0.004,66,29.3,12.7,6,2.2,0.7,0.8,0.503,0.4,0.867,4.2,0.105,bridgmi02,2021
Lonzo Ball,23,NOP,0,1,500,0.002,55,31.8,14.6,4.8,5.7,1.5,0.6,0.414,0.378,0.781,3.2,0.089,balllo01,2021
Bojan Bogdanovi?,31,UTA,0,1,500,0.002,72,30.8,17,3.9,1.9,0.6,0.1,0.439,0.39,0.879,5.2,0.113,bogdabo02,2021
Shai Gilgeous-Alexander,22,OKC,0,1,500,0.002,35,33.7,23.7,4.7,5.9,0.8,0.7,0.508,0.418,0.808,3.5,0.143,gilgesh01,2021
Richaun Holmes,27,SAC,0,1,500,0.002,61,29.2,14.2,8.3,1.7,0.6,1.6,0.637,0.182,0.794,6.1,0.165,holmeri01,2021
T.J. McConnell,28,IND,0,1,500,0.002,69,26,8.6,3.7,6.6,1.9,0.3,0.559,0.313,0.688,4.8,0.128,mccontj01,2021
Terry Rozier,26,CHO,0,1,500,0.002,69,34.5,20.4,4.4,4.2,1.3,0.4,0.45,0.389,0.817,5.2,0.105,roziete01,2021
Andrew Wiggins,25,GSW,0,1,500,0.002,71,33.3,18.6,4.9,2.4,0.9,1,0.477,0.38,0.714,3.9,0.08,wiggian01,2021
Ja Morant,22,MEM,38,221,500,0.442,57,33.1,27.4,5.7,6.7,1.2,0.4,0.493,0.344,0.761,6.7,0.171,moranja01,2022
Dejounte Murray,25,SAS,20,183,500,0.366,68,34.8,21.1,8.3,9.2,2,0.3,0.462,0.327,0.794,7.3,0.149,murrade01,2022
Darius Garland,22,CLE,11,178,500,0.356,68,35.7,21.7,3.3,8.6,1.3,0.1,0.462,0.383,0.892,6.3,0.125,garlada01,2022
Jordan Poole,22,GSW,15,131,500,0.262,76,30,18.5,3.4,4,0.8,0.3,0.448,0.364,0.925,6,0.126,poolejo01,2022
Desmond Bane,23,MEM,7,74,500,0.148,76,29.8,18.2,4.4,2.7,1.2,0.4,0.461,0.436,0.903,7.2,0.153,banede01,2022
Tyrese Maxey,21,PHI,6,52,500,0.104,75,35.3,17.5,3.2,4.3,0.7,0.4,0.485,0.427,0.866,7.3,0.132,maxeyty01,2022
Miles Bridges,23,CHO,3,38,500,0.076,80,35.5,20.2,7,3.8,0.9,0.8,0.491,0.331,0.802,7.2,0.123,bridgmi02,2022
Anfernee Simons,22,POR,0,13,500,0.026,57,29.5,17.3,2.6,3.9,0.5,0.1,0.443,0.405,0.888,1.9,0.055,simonan01,2022
Robert Williams,24,BOS,0,4,500,0.008,61,29.6,10,9.6,2,0.9,2.2,0.736,0,0.722,9.9,0.262,williro04,2022
Jaren Jackson Jr.,22,MEM,0,3,500,0.006,78,27.3,16.3,5.8,1.1,0.9,2.3,0.415,0.319,0.823,5.4,0.121,jacksja02,2022
Jalen Brunson,25,DAL,0,2,500,0.004,79,31.9,16.3,3.9,4.8,0.8,0,0.502,0.373,0.84,7.5,0.143,brunsja01,2022
Max Strus,25,MIA,0,1,500,0.002,68,23.3,10.6,3,1.4,0.4,0.2,0.441,0.41,0.792,3.6,0.11,strusma01,2022
